151,36,4.0
878,36,3.0
880,36,3.0
236,36,4.0
630,36,3.0
731,36,3.0
822,36,4.0
178,36,3.0
179,36,3.0
184,36,4.0
892,36,3.0
193,36,4.0
838,36,3.0
197,36,3.0
905,36,4.0
201,36,3.0
202,36,3.0
205,36,3.0
754,36,3.0
910,36,3.0
365,36,4.0
276,36,4.0
212,36,3.0
868,36,3.0
920,36,3.0
283,36,3.0
935,36,4.0
876,36,3.0
400,36,3.0
2253,80,4.0
2255,80,4.0
2268,80,4.0
2272,80,4.0
2276,80,4.0
2284,80,4.0
2294,80,4.0
2296,80,3.0
2304,80,4.0
2306,80,5.0
2314,80,3.0
2318,80,3.0
2324,80,4.0
2326,80,4.0
2330,80,4.0
2338,80,4.0
2339,80,4.0
2343,80,4.0
1748,80,4.0
2358,80,3.0
2364,81,3.0
2377,81,3.0
2393,81,3.0
2395,81,4.0
2398,81,3.0
2304,81,4.0
2314,81,3.0
2424,81,3.0
2338,81,3.0
2446,81,3.0
2570,85,3.0
2268,85,4.0
2160,85,4.0
2612,85,3.0
2613,85,4.0
2876,91,3.0
2284,91,3.0
2326,91,4.0
2224,91,4.0
2899,91,5.0
2343,91,4.0
3010,96,5.0
2959,96,3.0
3014,96,4.0
2393,96,4.0
2296,96,4.0
2160,96,4.0
2224,96,4.0
2899,96,5.0
2339,96,4.0
1973,96,4.0
2446,96,3.0
3169,118,4.0
3161,118,5.0
3294,118,5.0
3624,128,3.0
1700,128,5.0
202,128,4.0
3528,128,4.0
3606,128,4.0
3224,128,3.0
3581,128,4.0
3883,135,2.0
3892,135,3.0
3894,135,3.0
3763,135,3.0
3899,135,4.0
3906,135,3.0
3865,135,4.0
2160,135,3.0
3923,135,3.0
3925,135,3.0
3779,135,5.0
3936,135,4.0
3938,135,4.0
3875,135,3.0
3964,135,3.0
4187,152,3.0
4440,152,4.0
4196,152,4.0
3606,152,3.0
4397,152,4.0
4263,152,4.0
4221,152,3.0
4222,152,4.0
4234,152,3.0
4504,152,4.0
4526,164,4.0
4890,164,3.0
4538,164,4.0
4900,164,3.0
4541,164,4.0
4548,164,4.0
4906,164,4.0
4914,164,5.0
86,164,4.0
4921,164,4.0
4926,164,3.0
4929,164,5.0
4930,164,4.0
4939,164,4.0
4690,164,4.0
4874,164,3.0
4958,164,4.0
4981,165,3.0
4986,165,4.0
4542,165,3.0
4926,165,5.0
5015,165,4.0
4746,165,4.0
4747,165,5.0
5055,165,3.0
4620,165,4.0
4706,165,3.0
5854,199,4.0
6233,199,3.0
6236,199,4.0
6238,199,2.0
6249,199,4.0
6255,199,2.0
6258,199,4.0
6261,199,4.0
6266,199,5.0
6268,199,2.0
6098,199,3.0
5992,199,4.0
6275,199,5.0
6277,199,3.0
6279,199,3.0
6282,199,3.0
6007,199,3.0
6292,199,4.0
6297,199,4.0
6030,224,3.0
7135,224,4.0
7136,224,4.0
7138,224,4.0
6665,224,5.0
6336,224,3.0
7146,224,4.0
6669,224,4.0
7086,224,5.0
7090,224,5.0
7161,224,5.0
7162,224,4.0
7163,224,4.0
7164,224,4.0
7166,224,3.0
7167,224,3.0
5897,224,4.0
6261,224,4.0
7173,224,5.0
7176,224,4.0
5969,224,4.0
7178,224,4.0
7179,224,4.0
7180,224,4.0
6388,224,4.0
7185,224,5.0
7187,224,4.0
7188,224,3.0
7189,224,4.0
5999,224,4.0
6292,224,4.0
7199,224,4.0
6658,224,4.0
7020,224,5.0
6802,224,4.0
7213,224,5.0
6759,239,4.0
6314,239,3.0
7610,239,3.0
7135,239,4.0
6665,239,5.0
6969,239,3.0
6233,239,3.0
6666,239,4.0
7751,239,3.0
7146,239,4.0
7756,239,3.0
7428,239,4.0
6669,239,3.0
6350,239,3.0
6616,239,3.0
7758,239,3.0
7314,239,3.0
6787,239,4.0
6623,239,4.0
7763,239,4.0
6676,239,3.0
7765,239,3.0
6523,239,3.0
7772,239,2.0
7775,239,4.0
6449,239,3.0
6177,239,3.0
5843,239,4.0
7778,239,4.0
6548,239,3.0
7783,239,3.0
5999,239,4.0
6012,239,4.0
7293,253,4.0
6578,253,3.0
8404,253,3.0
8284,253,3.0
7902,253,4.0
7138,253,3.0
6050,253,3.0
8421,253,3.0
6783,253,3.0
8425,253,3.0
7429,253,4.0
8434,253,4.0
6163,253,4.0
6428,253,3.0
8442,253,3.0
8445,253,4.0
8463,253,4.0
4709,254,4.0
8475,254,3.0
3694,254,4.0
7299,254,5.0
